full_name,stars,forks,open_issues,created_at,pushed_at,language,license,description
PavelGrigoryevDS/awesome-data-analysis,1692,246,10,2025-07-30T11:02:44Z,2026-06-02T18:46:07Z,,Creative Commons Zero v1.0 Universal,"🚀 500+ curated resources for Data Analysis & Data Science: Python, SQL, Statistics, ML, AI, Visualization, Cheatsheets, Roadmaps, Interview Prep. For beginners and experts. "
mlrun/mlrun,1686,313,116,2019-09-01T16:59:19Z,2026-07-22T12:58:15Z,Python,Apache License 2.0,"MLRun is an open source MLOps platform for quickly building and managing continuous ML applications across their lifecycle. MLRun integrates into your development and CI/CD environment and automates the delivery of production data, ML pipelines, and online applications."
mlr-org/mlr,1684,402,13,2013-08-29T16:26:13Z,2025-08-22T19:47:49Z,R,Other,Machine Learning in R 
kyleskom/NBA-Machine-Learning-Sports-Betting,1678,567,3,2019-11-29T18:52:26Z,2026-01-09T02:04:03Z,Python,,NBA sports betting using machine learning
iphysresearch/DataSciComp,1675,299,7,2017-08-11T17:27:31Z,2021-03-25T22:52:10Z,JavaScript,MIT License,A collection of popular Data Science Challenges/Competitions || Countdown timers to keep track of the entry deadlines.
iamtodor/data-science-interview-questions-and-answers,1662,362,3,2017-12-06T18:32:29Z,2022-07-10T10:25:07Z,,MIT License,Data science interview questions with answers. Not ideally (yet)
jadianes/spark-py-notebooks,1659,905,9,2015-05-06T07:45:21Z,2024-03-16T21:39:19Z,Jupyter Notebook,Other,Apache Spark & Python (pySpark) tutorials for Big Data Analysis and Machine Learning as IPython / Jupyter notebooks
ClimbsRocks/auto_ml,1654,309,187,2016-08-07T21:35:08Z,2021-02-10T07:52:35Z,Python,MIT License,[UNMAINTAINED] Automated machine learning for analytics & production
tomasonjo/blogs,1649,398,23,2019-08-26T21:21:29Z,2025-12-27T11:03:22Z,Jupyter Notebook,,Jupyter notebooks that support my graph data science blog posts at https://bratanic-tomaz.medium.com/
skrub-data/skrub,1639,268,141,2018-03-12T23:32:22Z,2026-07-19T13:18:59Z,Python,"BSD 3-Clause ""New"" or ""Revised"" License",Machine learning with dataframes
github/covid19-dashboard,1624,408,3457,2020-03-12T20:55:50Z,2024-05-26T00:26:21Z,Jupyter Notebook,Apache License 2.0,"A site that displays up to date COVID-19 stats, powered by fastpages."
justmarkham/DAT8,1621,1054,0,2015-08-07T03:35:51Z,2024-06-05T12:04:22Z,Jupyter Notebook,,"General Assembly's 2015 Data Science course in Washington, DC"
OpenDCAI/DataFlex,1618,209,4,2025-08-09T09:56:55Z,2026-06-17T12:24:41Z,Python,Apache License 2.0,"Data-centric LLM training with dynamic sample selection, domain mixture optimization, and example reweighting inside the LLaMA-Factory training loop."
joaomilho/Enterprise,1617,37,34,2018-08-05T17:38:48Z,2023-05-08T03:35:59Z,JavaScript,,🦄 The Enterprise™ programming language
hadley/stats337,1611,223,7,2018-03-26T22:51:33Z,2018-06-21T15:57:29Z,R,Creative Commons Attribution Share Alike 4.0 International,Readings in applied data science
benthecoder/yt-channels-DS-AI-ML-CS,1606,156,1,2021-06-14T07:31:26Z,2026-07-19T13:06:00Z,,,"A comprehensive list of 180+ YouTube Channels for Data Science,  Data Engineering, Machine Learning, Deep learning, Computer Science, programming, software engineering, etc."
csinva/imodels,1601,139,39,2019-07-04T15:38:48Z,2026-05-26T13:33:40Z,Jupyter Notebook,MIT License,"Interpretable ML package 🔍 for concise, transparent, and accurate predictive modeling (sklearn-compatible)."
keras-team/keras-contrib,1586,636,191,2017-01-25T02:26:49Z,2022-10-21T19:02:46Z,Python,MIT License,Keras community contributions
google/uncertainty-baselines,1584,224,123,2020-07-16T01:54:32Z,2026-07-09T02:03:53Z,Python,Apache License 2.0,High-quality implementations of standard and SOTA methods on a variety of tasks.
RamiAwar/dataline,1582,163,42,2023-04-14T15:00:33Z,2026-02-11T11:11:58Z,TypeScript,GNU General Public License v3.0,"Chat with your data - AI data analysis and visualization on CSV, Postgres, MySQL, Snowflake, SQLite..."
kantord/just-dashboard,1581,58,12,2018-01-18T13:19:04Z,2026-02-21T20:57:48Z,TypeScript,MIT License,:bar_chart: :clipboard: Dashboards using YAML or JSON files 
alinebastos/dev-practice,1580,129,8,2017-09-06T22:31:27Z,2023-10-17T22:52:38Z,,MIT License,Practice your skills with these ideas.
business-science/awesome-generative-ai-data-scientist,1577,261,20,2024-08-13T20:24:12Z,2025-04-10T14:19:55Z,,,A curated list of 100+ resources for building and deploying generative AI specifically focusing on helping you become a Generative AI Data Scientist with LLMs
scikit-learn-contrib/MAPIE,1573,145,27,2021-03-30T08:47:08Z,2026-07-22T11:59:03Z,Jupyter Notebook,"BSD 3-Clause ""New"" or ""Revised"" License","A scikit-learn-compatible library for estimating prediction intervals and controlling risks, based on conformal predictions."
quixio/quix-streams,1566,107,25,2022-11-17T20:36:03Z,2026-07-17T07:59:59Z,Python,Apache License 2.0,Python Streaming DataFrames for Kafka
nubank/fklearn,1546,171,43,2019-02-27T14:32:57Z,2026-06-10T18:32:30Z,Jupyter Notebook,Apache License 2.0,fklearn: Functional Machine Learning
AxeldeRomblay/MLBox,1538,272,28,2017-06-01T16:59:24Z,2023-08-06T18:20:04Z,Python,Other,MLBox is a powerful Automated Machine Learning python library. 
hi-primus/optimus,1536,232,30,2017-07-13T02:31:18Z,2024-12-02T14:09:25Z,Python,Apache License 2.0,":truck: Agile Data Preparation Workflows made easy with Pandas, Dask, cuDF, Dask-cuDF, Vaex and PySpark"
davidADSP/Generative_Deep_Learning_2nd_Edition,1529,587,39,2022-03-25T20:11:14Z,2024-06-02T14:32:23Z,Jupyter Notebook,Apache License 2.0,"The official code repository for the second edition of the O'Reilly book Generative Deep Learning: Teaching Machines to Paint, Write, Compose and Play."
skforecast/skforecast,1523,196,18,2021-02-10T11:40:34Z,2026-07-22T11:08:35Z,Python,"BSD 3-Clause ""New"" or ""Revised"" License","Python library for time series forecasting using scikit-learn compatible models, statistical methods, and foundation models"
nivu/ai_all_resources,1507,313,7,2019-12-26T09:43:16Z,2026-04-03T10:49:05Z,Jupyter Notebook,,A curated list of Best Artificial Intelligence Resources
firmai/awesome-google-colab,1507,262,2,2019-11-11T23:53:59Z,2022-03-10T12:44:32Z,Jupyter Notebook,,Google Colaboratory Notebooks and Repositories (by @firmai)
sepandhaghighi/pycm,1506,126,14,2018-01-22T19:46:54Z,2026-07-13T01:32:30Z,Python,MIT License,Multi-class confusion matrix library in Python
h2oai/h2o-tutorials,1500,988,52,2015-08-05T20:26:22Z,2024-10-24T17:25:46Z,Jupyter Notebook,,Tutorials and training material for the H2O Machine Learning Platform
EliotAndres/kaggle-past-solutions,1498,389,0,2017-01-13T22:06:53Z,2019-12-23T09:17:04Z,HTML,MIT License,A searchable compilation of Kaggle past solutions
CodeCutTech/Efficient_Python_tricks_and_tools_for_data_scientists,1491,384,42,2021-06-20T22:16:36Z,2025-04-15T15:52:28Z,Jupyter Notebook,,Efficient Python Tricks and Tools for Data Scientists
ModelOriented/DALEX,1481,170,31,2018-02-18T03:24:12Z,2026-07-15T11:00:33Z,Python,GNU General Public License v3.0,moDel Agnostic Language for Exploration and eXplanation
eBay/tsv-utils,1480,83,24,2016-04-06T21:54:17Z,2022-09-14T17:43:16Z,D,Boost Software License 1.0,"eBay's TSV Utilities: Command line tools for large, tabular data files. Filtering, statistics, sampling, joins and more."
CamDavidsonPilon/lifetimes,1475,370,1,2014-12-29T02:47:57Z,2024-06-28T14:10:21Z,Python,MIT License,Lifetime value in Python
DLTK/DLTK,1459,402,15,2017-05-02T15:40:36Z,2023-03-24T22:27:46Z,Python,Apache License 2.0,Deep Learning Toolkit for Medical Image Analysis
MLReef/mlreef,1458,304,0,2020-07-20T09:45:29Z,2022-11-01T18:53:56Z,Kotlin,Other,The collaboration workspace for Machine Learning
sfirke/janitor,1451,133,40,2016-04-12T22:29:40Z,2024-12-23T14:20:04Z,R,Other,simple tools for data cleaning in R
ikatsov/tensor-house,1451,508,14,2017-11-24T20:15:33Z,2024-01-24T15:36:36Z,Jupyter Notebook,Apache License 2.0,"A collection of reference Jupyter notebooks and demo AI/ML applications for enterprise use cases: marketing, pricing, supply chain, smart manufacturing, and more. "
akfamily/aktools,1440,238,2,2019-12-17T07:30:06Z,2025-10-29T13:26:30Z,Python,MIT License,"AKTools is an elegant and simple HTTP API library for AKShare, built for AKSharers!"
zama-ai/concrete-ml,1440,199,22,2022-03-23T12:58:10Z,2026-07-03T12:49:01Z,Python,Other,"Concrete ML: Privacy Preserving ML framework using Fully Homomorphic Encryption (FHE), built on top of Concrete, with bindings to traditional ML frameworks."
WecoAI/aideml,1435,207,2,2024-04-03T14:45:49Z,2026-07-15T21:16:23Z,Python,MIT License,AIDE: AI-Driven Exploration in the Space of Code. The machine Learning engineering agent that automates AI R&D.
denizyuret/Knet.jl,1433,224,153,2015-09-29T23:42:37Z,2024-11-15T16:59:30Z,Jupyter Notebook,Other,Koç University deep learning framework.
andresvourakis/data-scientist-handbook,1431,150,0,2024-06-24T14:12:59Z,2025-12-15T08:55:47Z,,,"Curated Data Science resources (Free & Paid) to help aspiring and experienced data scientists learn, grow, and advance their careers."
GoogleCloudPlatform/data-science-on-gcp,1428,726,25,2017-02-10T16:46:57Z,2026-02-20T21:04:56Z,Jupyter Notebook,Apache License 2.0,"Source code accompanying book: Data Science on the Google Cloud Platform, Valliappa Lakshmanan, O'Reilly 2017"
opendatadiscovery/odd-platform,1419,143,123,2021-07-07T20:56:26Z,2026-07-08T09:16:25Z,Java,Apache License 2.0,First open-source data discovery and observability platform. We make a life for data practitioners easy so you can focus on your business.
fmind/mlops-python-package,1418,201,8,2023-06-23T18:57:10Z,2026-07-15T01:25:33Z,Jupyter Notebook,MIT License,A comprehensive Python package template to kickstart and standardize your MLOps initiatives and data pipelines.
business-science/free_r_tips,1418,705,10,2020-09-01T10:21:35Z,2024-11-17T13:36:53Z,HTML,,Free R-Tips is a FREE Newsletter provided by Business Science. It comes with bite-sized code tutorials every week.
aeon-toolkit/aeon,1417,304,246,2022-12-20T12:44:09Z,2026-07-22T16:54:22Z,Python,"BSD 3-Clause ""New"" or ""Revised"" License",A toolkit for time series  machine learning and deep learning
MiteshPuthran/Speech-Emotion-Analyzer,1407,436,23,2017-12-19T01:06:02Z,2023-02-07T16:19:15Z,Jupyter Notebook,MIT License,"The neural network model is capable of detecting five different male/female emotions from audio speeches. (Deep Learning, NLP, Python)"
crazyhottommy/getting-started-with-genomics-tools-and-resources,1403,365,3,2015-09-14T02:50:30Z,2025-08-25T03:22:25Z,Shell,,"Unix, R and python tools for genomics and data science"
kotartemiy/pygooglenews,1389,144,29,2020-06-30T17:44:33Z,2024-12-09T15:16:01Z,Python,MIT License,If Google News had a Python library
LongOnly/Quantitative-Notebooks,1385,214,0,2018-10-01T01:59:06Z,2020-07-02T00:17:39Z,Jupyter Notebook,Apache License 2.0,"Educational notebooks on quantitative finance, algorithmic trading, financial modelling and investment strategy"
amphi-ai/amphi-etl,1367,103,129,2024-03-20T06:06:00Z,2026-07-12T22:03:10Z,TypeScript,Other,visual data prep powered by python
hurshd0/must-read-papers-for-ml,1364,179,0,2019-10-29T01:52:48Z,2023-12-02T01:42:22Z,,MIT License,"Collection of must read papers for Data Science, or Machine Learning / Deep Learning Engineer"
sintel-dev/Orion,1361,205,60,2018-07-24T10:08:58Z,2026-07-20T03:45:59Z,Python,MIT License,Unsupervised time series anomaly detection library
okfn-brasil/querido-diario,1359,456,259,2018-04-01T05:01:21Z,2026-07-18T16:36:59Z,Python,MIT License,"📰 Diários oficiais brasileiros acessíveis a todos     |     📰 Brazilian government gazettes, accessible to everyone."
jrfiedler/causal_inference_python_code,1351,412,1,2018-02-04T23:00:19Z,2022-01-08T02:29:18Z,Jupyter Notebook,,"Python code for part 2 of the book Causal Inference: What If, by Miguel Hernán and James Robins"
ebhy/budgetml,1342,65,4,2020-12-27T14:24:57Z,2024-02-12T17:29:24Z,Python,Apache License 2.0,Deploy a ML inference service on a budget in less than 10 lines of code.
ropensci/drake,1339,130,0,2017-02-20T22:28:40Z,2024-12-04T11:25:31Z,R,GNU General Public License v3.0,An R-focused pipeline toolkit for reproducibility and high-performance computing
devAmoghS/Machine-Learning-with-Python,1333,203,8,2018-03-02T14:54:11Z,2026-04-14T23:31:42Z,Python,MIT License,Small scale machine learning projects to understand the core concepts . Give a Star 🌟If it helps you. BONUS: Interview Bank coming up..!
alan-turing-institute/CleverCSV,1331,81,17,2019-01-30T11:15:17Z,2026-07-02T18:43:34Z,Python,MIT License,"CleverCSV is a Python package for handling messy CSV files. It provides a drop-in replacement for the builtin CSV module with improved dialect detection, and comes with a handy command line application for working with CSV files."
TeoMeWhy/teomerefs,1319,111,2,2020-05-17T14:22:54Z,2025-07-21T14:20:43Z,,,Guia de referências técnicas para carreira em dados
PatMartin/Dex,1317,307,5,2016-03-29T01:55:10Z,2019-02-12T02:26:22Z,JavaScript,Apache License 2.0,Dex : The Data Explorer -- A data visualization tool written in Java/Groovy/JavaFX capable of powerful ETL and publishing web visualizations.
gboeing/ppde642,1317,486,2,2015-09-01T19:59:59Z,2026-07-21T20:20:54Z,Jupyter Notebook,MIT License,USC urban data science course series in Python
nok/sklearn-porter,1307,169,47,2016-06-22T22:21:34Z,2024-06-12T09:16:57Z,Python,"BSD 3-Clause ""New"" or ""Revised"" License","Transpile trained scikit-learn estimators to C, Java, JavaScript and others."
mandiant/ThreatPursuit-VM,1305,260,13,2020-09-16T17:40:19Z,2023-06-01T13:37:21Z,PowerShell,Other,"Threat Pursuit Virtual Machine (VM): A fully customizable, open-sourced Windows-based distribution focused on threat intelligence analysis and hunting designed for intel and malware analysts as well as threat hunters to get up and running quickly."
logicalclocks/hopsworks,1301,158,16,2018-07-26T08:13:34Z,2025-02-10T05:53:39Z,Java,GNU Affero General Public License v3.0,Hopsworks - Data-Intensive AI platform with a Feature Store
rocketlaunchr/dataframe-go,1288,100,18,2018-10-01T12:19:31Z,2022-04-02T10:46:59Z,Go,Other,"DataFrames for Go: For statistics, machine-learning, and data manipulation/exploration"
DataWithBaraa/sql-ultimate-course,1285,590,5,2025-03-18T05:01:27Z,2025-05-07T14:41:59Z,TSQL,MIT License," The most comprehensive SQL guide from a real-world expert! Learn everything from basics to advanced queries, optimizations, and real-world SQL"
elixir-explorer/explorer,1284,151,55,2021-07-23T05:05:39Z,2026-07-20T15:44:57Z,Elixir,MIT License,Series (one-dimensional) and dataframes (two-dimensional) for fast and elegant data exploration in Elixir
reiinakano/xcessiv,1265,106,22,2017-03-07T18:18:25Z,2018-06-06T22:23:37Z,Python,Apache License 2.0,"A web-based application for quick, scalable, and automated hyperparameter tuning and stacked ensembling in Python."
egbertbouman/youtube-comment-downloader,1239,259,2,2015-08-31T17:09:54Z,2025-08-29T07:57:51Z,Python,MIT License,Simple script for downloading Youtube comments without using the Youtube API
zinggAI/zingg,1235,174,97,2021-08-25T10:15:44Z,2026-07-21T09:14:37Z,Java,GNU Affero General Public License v3.0,"Scalable master data management, identity resolution, entity resolution, and deduplication using ML"
run-house/kubetorch,1225,60,24,2022-05-10T14:10:51Z,2026-05-29T13:37:59Z,Python,Apache License 2.0,"Distribute and run AI workloads on Kubernetes magically in Python, like PyTorch for ML infra."
nfstream/nfstream,1216,144,37,2019-10-18T15:14:39Z,2026-07-20T15:03:18Z,Python,GNU Lesser General Public License v3.0,NFStream: a Flexible Network Data Analysis Framework.
ChawlaAvi/Daily-Dose-of-Data-Science,1214,265,6,2022-12-02T09:01:52Z,2025-06-09T17:52:17Z,Jupyter Notebook,,A collection of code snippets from the publication Daily Dose of Data Science on Substack: http://www.dailydoseofds.com/
annoviko/pyclustering,1214,263,80,2014-02-25T18:59:03Z,2024-02-25T11:40:08Z,Python,"BSD 3-Clause ""New"" or ""Revised"" License","pyclustering is a Python, C++ data mining library."
pro1code1hack/Your-Journey-To-Fluent-Python,1211,92,18,2022-10-25T17:59:21Z,2024-06-27T19:38:55Z,Python,,Your Journey To Fluent Python
predict-idlab/plotly-resampler,1204,75,70,2021-11-20T10:51:56Z,2025-12-06T17:43:19Z,Python,MIT License,Visualize large time series data with plotly.py
